gene_id,baseMean,log2FC,SE,stat,pvalue,padj,osd_id,tissue_stratum
ENSMUSG00000000001,2182.1772777381575,-0.15609551978453298,0.0936984770320312,-1.823521576173863,0.06822443226132845,0.22092863635626697,OSD-612,brain
ENSMUSG00000000028,88.1707573446921,-0.413091243393256,0.34170423099069225,-2.251437146060926,0.024357863649465045,0.12245435963376598,OSD-612,brain
ENSMUSG00000000031,99.20515537867777,-0.06192930781820988,0.2342705320997297,-0.849000861017386,0.39588081317274854,0.6133140341624926,OSD-612,brain
ENSMUSG00000000037,30.55690527282141,0.014540350164206102,0.21233197994330974,0.15299228617610794,0.8784043584167598,0.9367339752679834,OSD-612,brain
ENSMUSG00000000049,14.602913104636572,0.19380406905996725,0.34036550061074344,2.102363445992771,0.03552145070121739,0.1506773408326632,OSD-612,brain
ENSMUSG00000000056,2759.9415520273483,-0.23510151304294782,0.1905153193824644,-1.7328694812220182,0.08311886976900663,0.24719020949746573,OSD-612,brain
ENSMUSG00000000058,2222.1851554810837,0.17469465192823433,0.27737497435333486,1.529088717115179,0.12624245204256954,0.3150568020127823,OSD-612,brain
ENSMUSG00000000078,2708.7819994355377,0.08474725796245682,0.13477982617082943,0.7609885534753267,0.4466639041777824,0.6561751193953478,OSD-612,brain
ENSMUSG00000000085,1585.6704405039397,0.18701589972038127,0.16079229091518743,1.495161295907143,0.13487235188956123,0.3274388960400664,OSD-612,brain
ENSMUSG00000000088,4692.6421907075655,-0.1678584773453305,0.12478746338469443,-1.5914632902740289,0.11150535062606118,0.2934602838579413,OSD-612,brain
ENSMUSG00000000093,28.858887453076115,0.07332435222218396,0.22000093872750415,0.7204048221946059,0.47127578184073066,0.6773869590332251,OSD-612,brain
ENSMUSG00000000094,9.24740454018132,0.14088011350801197,0.25442050583633924,1.2840779348575255,0.19911468769103013,0.4121057093009054,OSD-612,brain
ENSMUSG00000000120,162.11787880152204,-0.08361540379162759,0.24702705268310965,-1.255410944418147,0.20932961835955988,0.42428971654672926,OSD-612,brain
ENSMUSG00000000125,222.7826558188919,-0.04977003157218916,0.23533999708070696,-0.8389867602667773,0.40147673923414295,0.6187241596275821,OSD-612,brain
ENSMUSG00000000126,406.5261471286056,1.5800280631149317,0.7214539136206877,3.279667167935896,0.0010392961748218958,0.020899426877353886,OSD-612,brain
ENSMUSG00000000127,1931.498286235428,0.13481489342251451,0.14741249823512698,1.1388281918921905,0.25477482075299784,0.4772098035775966,OSD-612,brain
ENSMUSG00000000131,3148.7803870387106,0.37731315314163416,0.11126396966277009,3.7346686127564066,1.879625257403945e-4,0.0077717454543582915,OSD-612,brain
ENSMUSG00000000134,1041.5860055637957,0.1616685450807205,0.1029472295564892,1.7459315736083865,0.08082284268694158,0.24360335313764725,OSD-612,brain
ENSMUSG00000000142,1452.4293987963902,0.11390627775957846,0.19177248715098374,0.9106926165866936,0.362457355476449,0.5833326548291035,OSD-612,brain
ENSMUSG00000000148,564.9965655548475,0.02740896259944687,0.1398548159599228,0.24149316142467875,0.8091729160638985,0.9000491935521906,OSD-612,brain
ENSMUSG00000000149,4692.305137348858,0.16638569723155108,0.14849239999935923,1.3928187641828902,0.16367460269550574,0.3672186598937629,OSD-612,brain
ENSMUSG00000000154,37.2108480555528,0.10796834002566955,0.24059425089652964,1.082095532820684,0.27921008058186425,0.5021495573285265,OSD-612,brain
ENSMUSG00000000159,5.847103787804645,0.0842721757596308,0.23430322477180404,0.9302230229597408,0.3522556238543077,NA,OSD-612,brain
ENSMUSG00000000167,89.66500755569292,0.11160561137654196,0.19371370729920806,0.8995916723065469,0.3683375905733914,0.5885563296401722,OSD-612,brain
ENSMUSG00000000168,4308.310405339867,-0.1188042165975391,0.09043754301060981,-1.4377967159930274,0.1504917414327505,0.3496713738678373,OSD-612,brain
ENSMUSG00000000171,4818.895055925943,-0.20862329064069354,0.1367329663959433,-1.8384404391636322,0.06599753083756829,0.2171961915422463,OSD-612,brain
ENSMUSG00000000182,11.380838962531813,0.021862296246883618,0.21498122399216707,0.23794419949263956,0.8119243735797834,0.9014035425893104,OSD-612,brain
ENSMUSG00000000184,3339.399269557181,0.22659639049448393,0.38914565422243913,2.20917661204844,0.027162358980727528,0.12991274992001295,OSD-612,brain
ENSMUSG00000000194,2306.052413892943,-0.16939974470230784,0.1389763914138202,-1.4867410686996116,0.1370832113990756,0.330796239472983,OSD-612,brain
ENSMUSG00000000197,6850.425060463545,-0.2619095402007925,0.14249778002356298,-2.2308348000680702,0.025692073862809365,0.125816296032606,OSD-612,brain
ENSMUSG00000000202,967.8839988431441,0.13050568881484675,0.16888739466748032,1.048313861345796,0.29449402536378727,0.5181273387286282,OSD-612,brain
ENSMUSG00000000204,2.3384730713484996,0.003713259455575689,0.23397815835733352,0.1208156399749467,0.9038370619413532,NA,OSD-612,brain
ENSMUSG00000000214,99.0485933198603,-0.08878626733703873,0.25198345476492123,-1.4428178316293128,0.14907179463874468,0.34756102774670034,OSD-612,brain
ENSMUSG00000000215,3.042752681802126,0.028478880824346593,0.23593097350222894,0.8251892194756738,0.4092641729188091,NA,OSD-612,brain
ENSMUSG00000000216,34.39027984956894,-0.11775628087907633,0.27933041343840603,-2.7728618366808706,0.005556570682626211,0.053334477556625584,OSD-612,brain
ENSMUSG00000000223,3411.6509091476137,0.6694477019864118,0.27227419162061645,3.253185555054715,0.0011411895060035391,0.0219970060549244,OSD-612,brain
ENSMUSG00000000244,8.0632874435578,0.022531375489773457,0.2252310581757971,0.3198786789520508,0.7490603010996721,0.8656525610317939,OSD-612,brain
ENSMUSG00000000247,1195.6606248622868,0.08959568217984415,0.2548350762229001,1.596851051768156,0.1102989129353517,0.29136470576423057,OSD-612,brain
