ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,124,-0.6417641266308187,-2.4129444875103125,1e-10,6.538095238095238e-9,4.81203007518797e-9,2757,"tags=56%, list=17%, signal=47%",PALB2/CHEK1/RIF1/EYA3/XRCC1/DCLRE1C/BAP1/RAD9A/MDC1/UBC/KDM4A/PRKDC/PPP4R2/POLK/POLD1/HUS1/TIPIN/RAD17/GEN1/RAD51AP1/RFC2/SLX4/CLSPN/POLD3/ATM/RNF8/RPA3/RFC5/EXO1/XRCC6/RFC4/RFC1/TDP2/LIG4/SUMO1/XRCC5/CHEK2/RAD51/RPA2/BARD1/DNA2/UBE2I/SUMO2/BRCA1/RAD51C/CCNA2/KPNA2/SMARCA5/ATRIP/POLQ/RAD1/TOPBP1/UBE2V2/POLE/BRIP1/POLE2/FEN1/EME1/FIGNL1/PCNA/RNF4/RNF168/TIMELESS/POLH/RMI2/BAZ1B/WRN/RPA1/CDK2/RMI1
REACTOME_CHROMOSOME_MAINTENANCE,REACTOME_CHROMOSOME_MAINTENANCE,86,-0.6762193375973277,-2.3931965144244716,1e-10,6.538095238095238e-9,4.81203007518797e-9,3382,"tags=69%, list=21%, signal=55%",RSF1/PPP6C/TERF2/RFC3/PRIM2/CENPK/DSCC1/POLR2D/CENPP/POLR2K/DKC1/CHTF18/POLR2A/CENPW/RBBP7/POLA2/CENPT/POLR2H/PPP6R3/RUVBL2/POLD1/TERF2IP/TEN1/RFC2/MIS18A/NPM1/POLD3/MIS18BP1/RPA3/RFC5/CENPO/RFC4/CTC1/CENPI/RFC1/TINF2/OIP5/RPA2/CENPN/DNA2/PIF1/CENPH/CENPU/CCNA2/PRIM1/POLR2B/SMARCA5/CENPA/CENPL/FEN1/PCNA/CENPC/WRAP53/POLA1/LIG1/WRN/RBBP4/RPA1/CDK2
REACTOME_MRNA_POLYADENYLATION,REACTOME_MRNA_POLYADENYLATION,108,-0.646360581342717,-2.3801929386008003,1e-10,6.538095238095238e-9,4.81203007518797e-9,3084,"tags=62%, list=19%, signal=51%",SNRPD1/POLR2D/TRA2B/HNRNPR/CSTF3/SNRPB2/SNRPA1/SRRT/HNRNPA2B1/PAPOLG/SF3B4/CPSF3/POLR2K/CPSF2/POLR2A/RBM5/NCBP1/RBM10/UBC/HNRNPM/CPSF6/SRSF6/POLR2H/HNRNPU/TUT1/CDC40/NCBP2/DDX42/PCBP2/CSTF2/SF3A3/PABPN1/HNRNPH2/RBM17/SMNDC1/WDR33/PTBP1/SRSF2/SNRNP70/SRSF1/HNRNPF/CSTF2T/CPSF7/HNRNPK/SF3B2/PPP1R10/DHX9/U2SURP/DDX5/SRSF10/DHX15/HNRNPH1/PCF11/PHF5A/SF3B6/SF3B3/SNRPB/POLR2B/SRSF3/CPSF4/HNRNPC/SRSF7/HNRNPL/SRSF9/NUDT21/SF3B1/CLP1
REACTOME_CELL_CYCLE_CHECKPOINTS,REACTOME_CELL_CYCLE_CHECKPOINTS,236,-0.5727053184288752,-2.3585623500355073,1e-10,6.538095238095238e-9,4.81203007518797e-9,2446,"tags=49%, list=15%, signal=42%",RAD9A/MDC1/ANAPC5/CCNB2/CDC20/YWHAQ/CENPT/UBC/MDM4/SKA1/MAPK14/ORC5/CDC45/DYNC1LI1/ORC4/SPC25/CDC27/CLASP1/HUS1/RAD17/CENPF/RFC2/KIF2C/CENPE/CDC26/CLSPN/ATM/CDC25C/CDC7/RNF8/RPA3/SPDL1/CDCA8/RFC5/EXO1/CENPO/RFC4/MCM7/DYNLL1/CENPI/CCNB1/ZWILCH/CHEK2/YWHAH/RPA2/GTSE1/BARD1/CENPN/DSN1/DNA2/PHF20/CDC6/UBE2S/PPP2R5D/CENPH/MAD2L1/BRCA1/NUF2/CCNE2/CENPU/CCNA2/NUP160/BUB3/AURKB/KNTC1/ATRIP/ORC6/CDKN1B/ANAPC1/RAD1/PKMYT1/TOPBP1/UBE2V2/MCM2/CDC23/BRIP1/NDC80/MCM3/MCM5/BUB1B/CENPA/CENPL/INCENP/NUP133/NDE1/RNF168/RANGAP1/CDC25A/CDK1/CENPC/BIRC5/ORC1/SKA2/BUB1/NUP85/ERCC6L/ZW10/MCM6/NSL1/RMI2/CKAP5/ORC2/NUP107/MIS12/DBF4/WRN/MCM4/RPA1/MCM10/XPO1/WEE1/CCNE1/CDK2/RMI1/CLASP2
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,121,-0.6170350147817147,-2.315153590469418,1e-10,6.538095238095238e-9,4.81203007518797e-9,2369,"tags=44%, list=14%, signal=38%",CDC20/CENPT/SKA1/DYNC1LI1/SPC25/CLASP1/DVL2/CENPF/KIF2C/CENPE/SPDL1/CDCA8/CENPO/DYNLL1/ITGB1/CENPI/ZWILCH/DIAPH3/CENPN/DSN1/FMNL3/PPP2R5D/CENPH/MAD2L1/NUF2/CENPU/NUP160/BUB3/AURKB/KNTC1/NDC80/TUBB2B/BUB1B/CENPA/CENPL/INCENP/NUP133/NDE1/RANGAP1/CENPC/BIRC5/SKA2/BUB1/NUP85/ERCC6L/ZW10/TUBA1B/NSL1/CKAP5/NUP107/MIS12/XPO1/CLASP2
REACTOME_DNA_REPAIR,REACTOME_DNA_REPAIR,262,-0.5544585537841422,-2.3127516081442034,1e-10,6.538095238095238e-9,4.81203007518797e-9,3280,"tags=52%, list=20%, signal=42%",BRCA2/TERF2/APEX1/RFC3/PARP1/RBBP8/RAD18/TP53BP1/RAD52/FANCF/POLR2D/INO80/ACTR5/ACTR8/FANCC/PALB2/USP45/NFRKB/CHEK1/RIF1/COPS7B/POLR2K/EYA3/XRCC1/DCLRE1C/BAP1/RAD9A/MPG/POLR2A/MDC1/GTF2H3/FANCG/ACTL6A/CDK7/UBE2B/ALKBH5/PARG/ZNF830/INO80D/INO80B/UBC/UBA7/POLR2H/KDM4A/PRKDC/GTF2H1/UNG/PPP4R2/POLK/ERCC5/POLD1/RCHY1/HUS1/TIPIN/TERF2IP/RAD17/ERCC8/GEN1/REV1/ELL/RAD51AP1/RFC2/INO80E/SLX4/CLSPN/POLD3/ATM/DDB1/RNF8/RPA3/NEIL3/YY1/RFC5/EXO1/XRCC6/FANCM/RFC4/RFC1/TDP2/LIG4/TINF2/SUMO1/XRCC5/CHEK2/RAD51/RPA2/BARD1/DNA2/UBE2I/SUMO2/GTF2H4/BRCA1/RAD51C/CCNA2/XAB2/KPNA2/TRIM25/POLR2B/WDR48/SMARCA5/ATRIP/POLQ/RAD1/USP7/TOPBP1/UBE2V2/POLE/BRIP1/POLE2/MSH2/FEN1/PMS2/EME1/FIGNL1/PCNA/RNF4/RNF168/POLI/TIMELESS/POLH/FANCD2/FANCI/FANCL/RMI2/LIG1/DTL/BAZ1B/SMUG1/MSH6/WRN/UBE2T/RPA1/MBD4/CDK2/RMI1/SPRTN
REACTOME_M_PHASE,REACTOME_M_PHASE,314,-0.5268070895569935,-2.212186728756001,1e-10,6.538095238095238e-9,4.81203007518797e-9,2522,"tags=44%, list=15%, signal=38%",TPR/ANKLE2/LPIN2/CEP152/ANAPC5/CCNB2/CDC20/ENSA/HAUS5/CENPT/UBC/SKA1/PRKAR2B/MCPH1/RAE1/CSNK2A1/DYNC1LI1/SPC25/PDS5A/VPS4A/ODF2/TUBGCP6/CDC27/STAG1/CLASP1/RCC1/CEP70/RB1/ACTR1A/CENPF/CEP192/CDK5RAP2/KIF2C/CENPE/CDC26/NUP54/SPDL1/CDCA8/CCP110/FBXO5/TUBGCP3/CENPO/NUP210/DYNLL1/NCAPH2/ALMS1/CENPI/CCNB1/NUP62/ZWILCH/CNEP1R1/TMPO/NUP205/KIF20A/SUMO1/CEP41/STAG2/MZT1/PLK4/CENPN/DSN1/UBE2I/NUP88/UBE2S/PPP2R5D/CENPH/ESPL1/MAD2L1/NUF2/CENPU/NCAPG/NUP153/NCAPD2/TUBB/SMC3/NUP160/BUB3/AURKB/KNTC1/SPAST/CDCA5/ANAPC1/HAUS1/TNPO1/HAUS8/HSP90AA1/CDC23/NDC80/MAU2/TUBB2B/BUB1B/CENPA/CENPL/INCENP/NUP133/NDE1/RANGAP1/NCAPD3/PDS5B/HAUS4/RAD21/CEP72/CDK1/SMC2/CENPC/BIRC5/SKA2/BUB1/NUP85/ERCC6L/ZW10/CEP57/NCAPH/TUBA1B/LEMD3/NSL1/NCAPG2/NUP155/TUBGCP4/NDC1/CKAP5/NUP107/MIS12/NEDD1/CEP76/MAPK1/NUP35/LBR/SMC4/CSNK2A2/XPO1/KIF23/NUP50/CLASP2/SMC1A/IST1/PRKCB
REACTOME_SUMOYLATION,REACTOME_SUMOYLATION,164,-0.5497026079065981,-2.1541299924949513,1e-10,6.538095238095238e-9,4.81203007518797e-9,2522,"tags=46%, list=15%, signal=39%",TPR/HIC1/NOP58/MDC1/CHD3/CASP8AP2/AURKA/SP3/NR3C1/NFKB2/CBX8/RAE1/SAE1/STAG1/CBX4/CTBP1/ING2/VHL/TOP2B/NPM1/SENP2/HNRNPK/NUP54/CDCA8/ZNF131/SMC6/SENP1/PHC1/NUP210/SMC5/DDX5/UBA2/NUP62/NUP205/SUMO1/TOP1/DNMT1/SIN3A/SUZ12/STAG2/UBE2I/SUMO2/NUP88/BRCA1/NUP153/HDAC1/TRIM28/SMC3/NUP160/AURKB/TOPORS/NSMCE4A/INCENP/NUP133/PCNA/RNF168/RANGAP1/RAD21/TOP2A/HNRNPC/BIRC5/MBD1/CBX2/UHRF2/NUP85/NUP155/NDC1/NUP107/TRIM27/NUP35/WRN/RPA1/NUP50/CBX5/SMC1A
REACTOME_RHO_GTPASE_EFFECTORS,REACTOME_RHO_GTPASE_EFFECTORS,240,-0.5105315518741594,-2.1104782606103263,1e-10,6.538095238095238e-9,4.81203007518797e-9,2369,"tags=33%, list=14%, signal=29%",CDC20/PIK3R4/YWHAQ/CENPT/IQGAP3/SKA1/MAPK14/DYNC1LI1/SPC25/CLASP1/DVL2/CIT/CENPF/CTNNB1/KIF2C/CENPE/CDC25C/MEN1/KIF14/ARPC1B/SPDL1/CDCA8/CENPO/DYNLL1/ITGB1/CENPI/PRC1/ZWILCH/YWHAH/DIAPH3/CENPN/DSN1/FMNL3/PPP2R5D/CENPH/MAD2L1/NUF2/CENPU/PAK2/NUP160/BUB3/AURKB/ARPC1A/KNTC1/CDKN1B/IQGAP1/NDC80/TUBB2B/BUB1B/CENPA/CENPL/PKN2/WIPF1/INCENP/NUP133/NDE1/RANGAP1/CENPC/BIRC5/SKA2/PDPK1/BUB1/NUP85/ERCC6L/ZW10/TUBA1B/NSL1/WAS/PIK3C3/CKAP5/NUP107/MIS12/MAPK1/KDM1A/NCKAP1L/XPO1/CYFIP2/CLASP2/RAC2/PRKCB
REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,205,-0.5132631914391241,-2.0777273660380415,1e-10,6.538095238095238e-9,4.81203007518797e-9,3098,"tags=49%, list=19%, signal=40%",C4B/SNRPD1/POLR2D/NEK2/PAF1/HNRNPR/CRNKL1/DDX23/CSTF3/SNRPB2/SNRPA1/SRRT/PDCD6IP/C1S/HNRNPA2B1/NFKBIA/PPIL4/SF3B4/CAMK2A/CPSF3/POLR2K/CPSF2/STAT2/POLR2A/PIK3R4/RBM5/NCBP1/RBM10/HNRNPM/CPSF6/SRSF6/POLR2H/CTR9/HNRNPU/CDC40/CD2BP2/NCBP2/DDX42/PCBP2/PRPF6/CSTF2/SF3A3/PABPN1/HNRNPH2/RBM17/SMNDC1/PRPF8/PLRG1/WDR33/PPIL1/PTBP1/SRSF2/SRSF1/HNRNPF/CTNNB1/SNRNP200/SNRNP40/CSTF2T/RNPS1/ELAVL1/CPSF7/HNRNPK/HSPA8/RICTOR/SF3B2/HSP90AB1/SNW1/DHX9/U2SURP/DDX5/DHX15/HNRNPH1/PCF11/PHF5A/TXNL4A/SF3B6/SF3B3/SNRPB/UBE2I/ATG14/XAB2/TRIM25/POLR2B/SRSF3/RTF1/HSP90AA1/HNRNPA0/CPSF4/RBM22/CDC5L/CWC25/HNRNPC/BECN1/SRSF7/HNRNPL/SRSF9/PIK3C3/NUDT21/SF3B1/CLP1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,201,-0.5152785598801077,-2.0759617714989678,1e-10,6.538095238095238e-9,4.81203007518797e-9,2413,"tags=42%, list=15%, signal=37%",ANAPC5/CCNB2/CDC20/CENPT/UBC/SKA1/DYNC1LI1/SPC25/PDS5A/VPS4A/CDC27/STAG1/CLASP1/RCC1/CENPF/KIF2C/CENPE/CDC26/NUP54/SPDL1/CDCA8/FBXO5/CENPO/DYNLL1/CENPI/CCNB1/NUP62/ZWILCH/TMPO/NUP205/SUMO1/STAG2/CENPN/DSN1/UBE2I/UBE2S/PPP2R5D/CENPH/ESPL1/MAD2L1/NUF2/CENPU/SMC3/NUP160/BUB3/AURKB/KNTC1/SPAST/CDCA5/ANAPC1/TNPO1/CDC23/NDC80/TUBB2B/BUB1B/CENPA/CENPL/INCENP/NUP133/NDE1/RANGAP1/PDS5B/RAD21/CDK1/CENPC/BIRC5/SKA2/BUB1/NUP85/ERCC6L/ZW10/TUBA1B/LEMD3/NSL1/NUP155/NDC1/CKAP5/NUP107/MIS12/NUP35/LBR/XPO1/CLASP2/SMC1A/IST1
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,73,-0.6864088686532572,-2.398847725941733,1.072290481105041e-10,6.692067411623733e-9,4.925353406032724e-9,3559,"tags=60%, list=22%, signal=47%",HSF1/AAAS/NUP98/NUP93/NUP188/NUP37/NUP43/SEH1L/HSPB1/DNAJC7/HSPA1A/TPR/HSPA2/BAG4/RAE1/FKBP4/ATM/SERPINH1/HSPA8/NUP54/RPA3/NUP210/DEDD2/NUP62/NUP205/HSPA14/RPA2/NUP88/NUP153/NUP160/HSPH1/NUP133/HSPA4L/NUP85/DNAJB1/NUP155/NDC1/NUP107/MAPK1/NUP35/RPA1/NUP50/SIRT1/DNAJB6
