signature,compound,overlap,p,direction,z-sum
1-naphthyl isothiocyanate-dn,1,5,0.6034268203935075,dn,-0.2193753907304008
Glipizide-up,Glipizide,11,0.1070912694974836,up,-0.9702459331234793
Glipizide-dn,Glipizide,6,0.2538028274465296,dn,-0.5955035440317561
Cyclophosphamide-up,Cyclophosphamide,11,0.15204198489428392,up,-0.8180364693569647
Cyclophosphamide-dn,Cyclophosphamide,5,0.35003975396934645,dn,-0.4558826300808789
Cadmium-up,Cadmium,2,0.9756482895869681,up,-0.010706712476650272
Epz004777-up,Epz004777,4,0.730415586198795,up,-0.13642996804781443
Epz004777-dn,Epz004777,2,0.9844305003879447,dn,-0.0068149391128993365
Folic acid-up,Folic,6,0.48477546129498783,up,-0.3144593717087208
Folic acid-dn,Folic,3,0.9218963124298528,dn,-0.03531792219129803
Metformin-up,Metformin,7,0.5502785996928565,up,-0.25941737655105207
Metformin-dn,Metformin,4,0.6462863678472359,dn,-0.18957500457734391
Irinotecan-up,Irinotecan,5,0.6548704725727846,up,-0.18384459101539052
Irinotecan-dn,Irinotecan,2,0.9778819626357881,dn,-0.009713564506586224
Zinc acetate-up,Zinc,3,0.7593908079953731,up,-0.11953466405828075
Zinc acetate-dn,Zinc,3,0.9690046341778924,dn,-0.013674145969797847
Mehp-up,Mehp,5,0.671276258573349,up,-0.17309871249468398
Mehp-dn,Mehp,3,0.9180500893964297,dn,-0.03713362276932751
Colchicine-up,Colchicine,3,0.9779142799760219,up,-0.009699212047747404
Colchicine-dn,Colchicine,7,0.1313418156819204,dn,-0.8815969842781455
Chlorambucil-up,Chlorambucil,25,5.74436945897152e-08,up,-7.2407576354731775
Chlorambucil-dn,Chlorambucil,3,0.8027183854710179,dn,-0.09543678982356527
Thapsigargin-up,Thapsigargin,5,0.7025292099913861,up,-0.15333561380815527
Thapsigargin-dn,Thapsigargin,2,0.9721175410233998,dn,-0.012281220329277304
Bpde-up,Bpde,21,3.331950321488243e-05,up,-4.477301482434627
Bpde-dn,Bpde,2,0.9044791585231854,dn,-0.0436014359270611
Cytarabine-up,Cytarabine,16,0.00026285061158941867,up,-3.58029100814679
Cytarabine-dn,Cytarabine,1,0.9956951055325229,dn,-0.0018736276969234915
Dapt-up,Dapt,6,0.6996668267940425,up,-0.15510871674360632
Dapt-dn,Dapt,5,0.4706186817737371,dn,-0.3273308369768087
"Puromycin, 2xec50, 1d-up","Puromycin,",12,0.006773690068502529,up,-2.169174678464703
Cobalt dichloride hexahydrate-up,Cobalt,11,0.049709666559158414,up,-1.3035591499972556
Cobalt dichloride hexahydrate-dn,Cobalt,2,0.9633919108866543,dn,-0.01619700455681225
Acrylamide-dn,Acrylamide,11,0.07041214249446505,dn,-1.1523524408064807
Olanzapine-up,Olanzapine,2,0.9310490251492871,up,-0.031027450284776336
Olanzapine-dn,Olanzapine,12,0.03237870891142551,dn,-1.489740472562957
N-methylformamide-up,N,11,0.05071019432627362,up,-1.2949047251912982
N-methylformamide-dn,N,5,0.5660538603756111,dn,-0.2471422434565356
Chlorpyrifos-up,Chlorpyrifos,23,3.8497417332416374e-05,up,-4.4145684049305345
Chlorpyrifos-dn,Chlorpyrifos,2,0.777275826984404,dn,-0.10942483849614398
Cyfluthrin-up,Cyfluthrin,21,9.710035428954435e-05,up,-4.012779185481146
Cyfluthrin-dn,Cyfluthrin,2,0.8538628579694771,dn,-0.06861187733197119
Ethinyl estradiol-up,Ethinyl,4,0.7740737590610257,up,-0.11121765478613066
Ethinyl estradiol-dn,Ethinyl,3,0.9349006169344904,dn,-0.029234553631194544
Hydrogen peroxide-up,Hydrogen,19,0.0003811219922449635,up,-3.418935989997031
Hydrogen peroxide-dn,Hydrogen,1,0.9775419983924888,dn,-0.009864574823877457
"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)-up",Dmnq,17,0.0004110190904920074,up,-3.3861380060976773
"Dmnq   (2,3-dimethoxy-1,4-naphthoquinone)-dn",Dmnq,1,0.9919030811208857,dn,-0.003530760699346943
Mln4924-up,Mln4924,10,0.3868798670674686,up,-0.41242387004356423
Mln4924-dn,Mln4924,1,0.9565354559881962,dn,-0.019298927304605175
Cediranib-up,Cediranib,12,0.051666424348742156,up,-1.2867915934058407
Cediranib-dn,Cediranib,2,0.9383854558458689,dn,-0.027618732025127924
Quercetin-up,Quercetin,2,0.7729784556896605,up,-0.1118326104872223
Quercetin-dn,Quercetin,3,0.9841386522728476,dn,-0.006943710842048722
Dexamethasone-up,Dexamethasone,9,0.10500810669618783,up,-0.9787771718108486
Dexamethasone-dn,Dexamethasone,3,0.920950441697072,dn,-0.03576373948456281
Streptozocin-up,Streptozocin,3,0.8743787568914183,up,-0.05830040215270973
Streptozocin-dn,Streptozocin,3,0.9402627217179934,dn,-0.02675078187839138
Medroxyprogesterone acetate-up,Medroxyprogesterone,6,0.7447606818217907,up,-0.12798325914616204
Medroxyprogesterone acetate-dn,Medroxyprogesterone,4,0.5881900523151251,dn,-0.2304823247136507
Diethylstilbestrol-up,Diethylstilbestrol,11,0.09308509875955652,up,-1.0311198361449478
Diethylstilbestrol-dn,Diethylstilbestrol,1,0.9893661582368027,dn,-0.004642948977270848
Ciprofloxacin-up,Ciprofloxacin,7,0.4660372787908453,up,-0.3315793422679124
Ciprofloxacin-dn,Ciprofloxacin,2,0.9595617028226187,dn,-0.01792709353529353
Pioglitazone-up,Pioglitazone,4,0.8562208973052541,up,-0.06741417678948536
Pioglitazone-dn,Pioglitazone,4,0.7655796774854688,dn,-0.11600960353980991
Dasatinib-up,Dasatinib,14,0.00620703776582845,up,-2.2071156122042592
Dasatinib-dn,Dasatinib,3,0.8660956407644727,dn,-0.062434147286580755
Cholestyramine-up,Cholestyramine,3,0.9975386769813749,up,-0.001070256669836116
Oprelvekin-up,Oprelvekin,10,0.2455496711322957,up,-0.6098606431879461
Celecoxib-up,Celecoxib,7,0.5138087980599693,up,-0.2891984634869898
Celecoxib-dn,Celecoxib,4,0.690858978514215,dn,-0.1606105938754097
Phenytoin-up,Phenytoin,2,0.8911887242355442,up,-0.05003031704608906
Phenytoin-dn,Phenytoin,7,0.5535837478179556,dn,-0.2568166684367538
Insulin regular-up,Insulin,4,0.9583131856848028,up,-0.018492536237901775
Insulin regular-dn,Insulin,7,0.06434630213792823,dn,-1.1914764061370229
Carbidopa-up,Carbidopa,3,0.9670036515525147,up,-0.014571885952041458
Carbidopa-dn,Carbidopa,1,0.988222933716698,dn,-0.005145071645711776
Cyclosporine-up,Cyclosporine,9,0.1823780053776515,up,-0.7390275383710031
Cyclosporine-dn,Cyclosporine,3,0.8705960970750027,dn,-0.060183284137716536
Interferon beta-1b-up,Interferon,3,0.9070031892208679,up,-0.04239118586317994
Vx-up,Vx,21,6.72016186711291e-05,up,-4.172620266061159
"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)-up","2,2',4,4',5,5'",11,0.033940793578578786,up,-1.469278007546671
"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)-dn","2,2',4,4',5,5'",1,0.9956951055325229,dn,-0.0018736276969234915
Simvastatin-up,Simvastatin,6,0.2881644405346143,up,-0.5403596121146974
Simvastatin-dn,Simvastatin,3,0.9557067084633731,dn,-0.019675365504898883
Sangivamycin (nsc 65346)-up,Sangivamycin,27,1.0052382748819865e-06,up,-5.997730983814457
Mepenzolate bromide-up,Mepenzolate,3,0.9738644473624207,up,-0.011501488562218774
Mepenzolate bromide-dn,Mepenzolate,1,0.988222933716698,dn,-0.005145071645711776
Arc (nsc 188491)-up,Arc,23,2.2739612137438798e-05,up,-4.6432169472123395
Arc (nsc 188491)-dn,Arc,1,0.9550411465160756,dn,-0.01997791708648304
Fluoxetine-up,Fluoxetine,8,0.3521142597647106,up,-0.4533163867113381
Fluoxetine-dn,Fluoxetine,7,0.1875638155463788,dn,-0.7268509411396127
Lubiprostone-up,Lubiprostone,4,0.9564029941036662,up,-0.01935907295707304
Lubiprostone-dn,Lubiprostone,1,0.9767672701298137,dn,-0.010208901315593395
Trastuzumab-up,Trastuzumab,17,0.000587344465751334,up,-3.231107119028612
Trastuzumab-dn,Trastuzumab,1,0.990398913449518,dn,-0.004189844781083129
Motexafin gadolinium (4 h)-up,Motexafin,6,0.3978408041259232,up,-0.4002906759679231
Motexafin gadolinium (4 h)-dn,Motexafin,3,0.9402627217179934,dn,-0.02675078187839138
Pertuzumab-up,Pertuzumab,15,0.004696259138263709,up,-2.3282479468513926
Pertuzumab-dn,Pertuzumab,2,0.9409019484618218,dn,-0.026455632110148997
Orotic acid-dn,Orotic,2,0.9976054088374641,dn,-0.0010412048564021922
Cadmium dichloride-up,Cadmium,13,0.008920916812130825,up,-2.049590510423354
Cadmium dichloride-dn,Cadmium,1,0.9947150705003122,dn,-0.0023013021994774665
Tamoxifen-up,Tamoxifen,10,0.22517359941975254,up,-0.6474825298883669
Tamoxifen-dn,Tamoxifen,2,0.892188621805695,dn,-0.04954331967152639
Sodium dichromate-up,Sodium,18,0.00037841434327110906,up,-3.4220324106279643
Sodium dichromate-dn,Sodium,3,0.8027183854710179,dn,-0.09543678982356527
Nickel chloride-up,Nickel,4,0.8635650578555987,up,-0.06370493869481163
Nickel chloride-dn,Nickel,4,0.7612172383579081,dn,-0.11849138533647953
Mesalazine-up,Mesalazine,1,0.9865063078167038,up,-0.005900133482008823
Mepenzolate-up,Mepenzolate,3,0.9262314014602911,up,-0.03328049947065717
Mepenzolate-dn,Mepenzolate,3,0.8985351770943393,dn,-0.0464649158628424
Ubiquinol-up,Ubiquinol,5,0.6808718003825447,up,-0.1669346525919087
Ubiquinol-dn,Ubiquinol,1,0.9959104180853848,dn,-0.0017797245089198157
Casiigly-up,Casiigly,29,1.1932246395387305e-07,up,-6.92327778723654
Heroin-up,Heroin,9,0.12833005263992062,up,-0.8916716275897939
Heroin-dn,Heroin,8,0.17548199407341966,dn,-0.7557674391738499
Arsenic-up,Arsenic,13,0.29181487585010124,up,-0.5348925728437279
Phenol-up,Phenol,2,0.9560522625624982,up,-0.01951836638277327
Phenol-dn,Phenol,1,0.9982038039500264,dn,-0.0007807794595196261
D-serine-up,D,4,0.6212257315833764,up,-0.20675056380434828
D-serine-dn,D,5,0.7943311361729712,dn,-0.09999841365219182
Pyrazinamide-up,Pyrazinamide,9,0.8183396579911908,up,-0.0870664017392173
Valproic acid-up,Valproic,12,0.049772998974131635,up,-1.3030061909080155
Valproic acid-dn,Valproic,3,0.8210547435902762,dn,-0.0856278854547753
Nilotinib-up,Nilotinib,5,0.42827659683129,up,-0.36827565697099296
Nilotinib-dn,Nilotinib,1,0.9987264122036088,dn,-0.0005534646699755715
Aldosterone-up,Aldosterone,11,0.033940793578578786,up,-1.469278007546671
Aldosterone-dn,Aldosterone,3,0.9065727332059645,dn,-0.04259734726306773
Amoxicillin-up,Amoxicillin,10,0.15558824463642842,up,-0.8080232189298155
Dactinomycin-up,Dactinomycin,15,0.0011067547241472178,up,-2.9559486155730226
Dactinomycin-dn,Dactinomycin,4,0.7677376809574095,dn,-0.11478714347511518
Natural alpha interferon-up,Natural,8,0.31056372852046327,up,-0.5078492679354182
Natural alpha interferon-dn,Natural,2,0.9601313892740263,dn,-0.017669331822712672
Menadione-up,Menadione,18,0.007061125696904551,up,-2.1511260574492574
Ascorbic acid-up,Ascorbic,26,5.043653124242841e-06,up,-5.297254789546903
Ascorbic acid-dn,Ascorbic,3,0.4033126895299486,dn,-0.3943581134594361
Pbde 47-up,Pbde,10,0.11808683651093155,up,-0.9277985117792811
Pbde 47-dn,Pbde,3,0.869110904618161,dn,-0.060924801007671565
Vancomycin-up,Vancomycin,5,0.7231532521175971,up,-0.1407696563761274
Clozapine-up,Clozapine,4,0.9127947848085831,up,-0.039626849894973976
Clozapine-dn,Clozapine,5,0.4865091776348116,dn,-0.312908962675052
Monuron-up,Monuron,14,0.00771897648102755,up,-2.112440282321127
Monuron-dn,Monuron,2,0.9507250792347102,dn,-0.0219450496583695
Haloperidol-up,Haloperidol,11,0.18304127850831933,up,-0.7374509594125889
Haloperidol-dn,Haloperidol,6,0.15895827000274132,dn,-0.7987168724480124
Phenobarbital sodium-up,Phenobarbital,8,0.7175472401047813,up,-0.144149501644184
Phenobarbital sodium-dn,Phenobarbital,2,0.7540871924364232,dn,-0.12257843529111054
Azathioprine-up,Azathioprine,10,0.14113169386081242,up,-0.850375446038664
Isoflurane-up,Isoflurane,6,0.6146324526175662,up,-0.2113845127085959
Isoflurane-dn,Isoflurane,2,0.9617948539979692,dn,-0.01691755091189403
Propofol-up,Propofol,3,0.8686961894529914,up,-0.06113208352116606
Propofol-dn,Propofol,4,0.862770122976956,dn,-0.06410490257146904
"Puromycin, 2xec50, 3 d-up","Puromycin,",9,0.11059483704486202,up,-0.9562651469487149
"Puromycin, 2xec50, 3 d-dn","Puromycin,",2,0.9765590359934742,dn,-0.01030149714703767
Fasudil-up,Fasudil,6,0.41310967481493144,up,-0.38393463395215577
Fasudil-dn,Fasudil,1,0.9976361103990039,dn,-0.001027839538334113
Sevoflurane-up,Sevoflurane,1,0.997041652189386,up,-0.0012866983200828382
Sevoflurane-dn,Sevoflurane,3,0.9130012281580298,dn,-0.039528638257709296
Permethrin-up,Permethrin,13,0.05207060649665358,up,-1.2834073638143026
Permethrin-dn,Permethrin,1,0.979368194686617,dn,-0.009054003948987028
Arachidonic acid-up,Arachidonic,30,3.958478752269614e-06,up,-5.402471681858998
Cadmium chloride-up,Cadmium,13,0.422686138979428,up,-0.37398199362697604
Androstanolone-up,Androstanolone,2,0.9453748438267786,up,-0.024395958340036078
Androstanolone-dn,Androstanolone,1,0.9984073529849303,dn,-0.0006922291950830867
Imatinib (glivec)-up,Imatinib,9,0.24766277052733637,up,-0.6061392730659028
Imatinib (glivec)-dn,Imatinib,1,0.990398913449518,dn,-0.004189844781083129
Fluticasone-up,Fluticasone,11,0.34918870688526094,up,-0.45693981026063357
Letrozole-up,Letrozole,11,0.054848407446764176,up,-1.260835977881857
Letrozole-dn,Letrozole,3,0.8720664798024019,dn,-0.05945040645409778
Corticosterone-up,Corticosterone,7,0.637260543374708,up,-0.19568297046587055
Corticosterone-dn,Corticosterone,4,0.558834474684599,dn,-0.2527168099603999
Rosiglitazone effect on prdm16-deficient inguinal white adipose tissue-up,Rosiglitazone,7,0.7113284860089124,up,-0.14792979910649828
Rosiglitazone effect on prdm16-deficient inguinal white adipose tissue-dn,Rosiglitazone,4,0.4611346617693691,dn,-0.3361722322603119
Actinomycin d-up,Actinomycin,21,8.725101783164464e-06,up,-5.0592294980525825
Actinomycin d-dn,Actinomycin,1,0.9888090613390235,dn,-0.004887562409481462
Mek inhibitor (meki : azd6244)-up,Mek,8,0.5446183253600347,up,-0.2639077495754802
Mek inhibitor (meki : azd6244)-dn,Mek,2,0.8862698746400139,dn,-0.0524340126272614
Deltamethrin-up,Deltamethrin,9,0.5964626799914625,up,-0.22441672446776537
Deltamethrin-dn,Deltamethrin,2,0.7448715149371485,dn,-0.12791863351494162
Cigarette smoke-up,Cigarette,10,0.027904944223739188,up,-1.5543188412120583
